key,en,te,hi,keywords,aisle,rack
laxmi-chappati-flour,Laxmi Chappati Flour,లక్ష్మి చపాతి మిఠాయి,लक्ष्मी चपाती आटा,"['laxmi', 'chappati', 'flour']",,
laxmi-char-magaz,Laxmi Char Magaz,,,laxmi-char-magaz,,
laxmi-chilli-powder-high-heat-350gr,Laxmi Chilli Powder High Heat 350gr,,,laxmi-chilli-powder-high-heat-350gr,,
laxmi-chilli-powder-kashmiri-350gr,Laxmi Chilli Powder Kashmiri 350gr,,,laxmi-chilli-powder-kashmiri-350gr,,
laxmi-chilli-powder-medium-hot-350gr,Laxmi Chilli Powder Medium Hot 350gr,,,laxmi-chilli-powder-medium-hot-350gr,,
laxmi-coconut-powder,Laxmi Coconut Powder,,,laxmi-coconut-powder,,
laxmi-coriander-powder-400gr,Laxmi Coriander Powder 400gr,,,laxmi-coriander-powder-400gr,,
laxmi-corn-oil,Laxmi Corn Oil,,,laxmi-corn-oil,,
laxmi-corriander-powder,Laxmi Corriander Powder,,,laxmi-corriander-powder,,
laxmi-cow-ghee,Laxmi Cow Ghee,,,laxmi-cow-ghee,,
laxmi-crushed-chili-red-250gr,Laxmi Crushed Chili Red 250gr,,,laxmi-crushed-chili-red-250gr,,
laxmi-cumin-powder-400gr,Laxmi Cumin Powder 400gr,,,laxmi-cumin-powder-400gr,,
laxmi-cumin-whole-350-gms-jar,Laxmi Cumin Whole 350 Gms Jar,,,laxmi-cumin-whole-350-gms-jar,,
laxmi-cumin-whole-350gr,Laxmi Cumin Whole 350gr,,,laxmi-cumin-whole-350gr,,
laxmi-fennel-seeds-350,Laxmi Fennel Seeds 350,,,laxmi-fennel-seeds-350,,
laxmi-fennel-seeds-350-gms-jar,Laxmi Fennel Seeds 350 Gms Jar,,,laxmi-fennel-seeds-350-gms-jar,,
laxmi-fenugreek-seeds-580-gr,Laxmi Fenugreek Seeds 580 Gr,,,laxmi-fenugreek-seeds-580-gr,,
laxmi-garam-masala-350gr,Laxmi Garam Masala 350gr,,,laxmi-garam-masala-350gr,,
laxmi-garlic-paste,Laxmi Garlic Paste,,,laxmi-garlic-paste,,
laxmi-garlic-powder-400gr,Laxmi Garlic Powder 400gr,,,laxmi-garlic-powder-400gr,,
laxmi-ginger-garlic-paste-1,Laxmi Ginger Garlic Paste 1,,,laxmi-ginger-garlic-paste-1,,
laxmi-ginger-paste,Laxmi Ginger Paste,లక్ష్మి ఇనుము పేస్ట్,लक्ष्मी अदरक पेस्ट,"['ginger', 'adarak', 'paste']",,
laxmi-idly-rava,Laxmi Idly Rava,,,laxmi-idly-rava,,
laxmi-kerala-kuthari-matta-rice-20-lb,Laxmi Kerala Kuthari Matta Rice 20 Lb,,,laxmi-kerala-kuthari-matta-rice-20-lb,,
laxmi-mango-khatta-meetha-mouth-freshener-160-gms,Laxmi Mango Khatta Meetha Mouth Freshener 160 Gms,,,laxmi-mango-khatta-meetha-mouth-freshener-160-gms,,
laxmi-moong-dal,Laxmi Moong Dal,,,laxmi-moong-dal,,
laxmi-moong-dal-1,Laxmi Moong Dal 1,,,laxmi-moong-dal-1,,
laxmi-mustard-seeds-450gr,Laxmi Mustard Seeds 450gr,,,laxmi-mustard-seeds-450gr,,
laxmi-organic-idly-rice-10-lb,Laxmi Organic Idly Rice 10 Lb,,,laxmi-organic-idly-rice-10-lb,,
laxmi-organic-ponni-boiled-rice-10-lb,Laxmi Organic Ponni Boiled Rice 10 Lb,,,laxmi-organic-ponni-boiled-rice-10-lb,,
laxmi-organic-ponni-raw-rice-10-lb,Laxmi Organic Ponni Raw Rice 10 Lb,,,laxmi-organic-ponni-raw-rice-10-lb,,
laxmi-ponni-raw-rice,Laxmi Ponni Raw Rice,,,laxmi-ponni-raw-rice,,
laxmi-red-chili-powder,Laxmi Red Chili Powder,,,laxmi-red-chili-powder,,
laxmi-sharbati-whole-wheat-atta,Laxmi Sharbati Whole Wheat Atta,,,laxmi-sharbati-whole-wheat-atta,,
laxmi-sooji,Laxmi Sooji,,,laxmi-sooji,,
laxmi-takmaria,Laxmi Takmaria,,,laxmi-takmaria,,
laxmi-turmeric-powder,Laxmi Turmeric Powder,లక్ష్మీ పసుపు పావుర్,लक्ष्मी हल्दी पाउडर,"['turmeric powder', 'pasupu']",,
laxmi-urad-dal,Laxmi Urad Dal,,,laxmi-urad-dal,,
laxmi-white-pepper-powder,Laxmi White Pepper Powder,,,laxmi-white-pepper-powder,,
laxmi-whole-moong,Laxmi Whole Moong,,,laxmi-whole-moong,,
lays-baked,Lays Baked,,,lays-baked,,
lays-chilli-limon,Lays Chilli Limon,,,lays-chilli-limon,,
lays-classic-salted,Lays Classic Salted,,,lays-classic-salted,,
lays-spanish-tomato-tango,Lays Spanish Tomato Tango,,,lays-spanish-tomato-tango,,
lemongrass,Lemongrass,,,lemongrass,,
lemongrass-grass-chai,Lemongrass Grass Chai,,,lemongrass-grass-chai,,
lemons,Lemons,,,lemons,,
lifebuoy-lemon-soap,Lifebuoy Lemon Soap,,,lifebuoy-lemon-soap,,
lifebuoy-neem-and-aloe-veera-soap,Lifebuoy Neem And Aloe Veera Soap,,,lifebuoy-neem-and-aloe-veera-soap,,
lighter,Lighter,,,lighter,,
lijjat-papad-punjabi-masala,Lijjat Papad Punjabi Masala,,,lijjat-papad-punjabi-masala,,
limca,Limca,,,limca,,
lime,Lime,,,lime,,
lipton-tea,Lipton Tea,,,lipton-tea,,
lipton-yellow-label-tea,Lipton Yellow Label Tea,,,lipton-yellow-label-tea,,
long-banana-chips,Long Banana Chips,,,long-banana-chips,,
long-beans,Long Beans,,,long-beans,,
long-masala-banana,Long Masala Banana,,,long-masala-banana,,
long-sav,Long Sav,,,long-sav,,
long-squash,Long Squash,,,long-squash,,
lotus-incense,Lotus Incense,,,lotus-incense,,
low-gi-basmati-rice-10-lb,Low Gi Basmati Rice 10 Lb,,,low-gi-basmati-rice-10-lb,,
lucknowi-fennel-seed,Lucknowi Fennel Seed,,,lucknowi-fennel-seed,,
lux,Lux,,,lux,,
lux-soap,Lux Soap,,,lux-soap,,
luxmi-gingely-oil,Luxmi Gingely Oil,,,luxmi-gingely-oil,,
luxmi-moong-dal,Luxmi Moong Dal,,,luxmi-moong-dal,,
luxmi-rajma,Luxmi Rajma,లక్ష్మీ రాజ్మా,लक्ष्मी राजमा,"['rajma', 'kidney beans']",,
luxmi-sesame-oil,Luxmi Sesame Oil,,,luxmi-sesame-oil,,
luxmi-seseme-oil,Luxmi Seseme Oil,,,luxmi-seseme-oil,,
luxmi-urad-dal,Luxmi Urad Dal,,,luxmi-urad-dal,,
luxmi-whole-urad-gota,Luxmi Whole Urad Gota,,,luxmi-whole-urad-gota,,
lxmi-urad-daal,Lxmi Urad Daal,,,lxmi-urad-daal,,
m-d-h-sambar-masala,M D H Sambar Masala,,,m-d-h-sambar-masala,,
maaza-guava-drink-tetra-pack,Maaza Guava Drink Tetra Pack,,,maaza-guava-drink-tetra-pack,,
maaza-guava-glass-btl,Maaza Guava Glass Bottle,మాజా పీచీ గ్లాస్ బాటిల్,माजा पीच ग्लास बोतल,"['maaza guava juice', 'guava drink', 'peach juice']",,
maaza-mango-drink-tetra-pack,Maaza Mango Drink Tetra Pack,,,maaza-mango-drink-tetra-pack,,
madras-coffe,Madras Coffe,,,madras-coffe,,
madurai-snacks,Madurai Snacks,,,madurai-snacks,,
maduri-hand-murukku,Maduri Hand Murukku,,,maduri-hand-murukku,,
maggi,Maggi,,,maggi,,
maggi-2-minute-noodles-24-pack-1-68-kg,Maggi 2 Minute Noodles 24 Pack 1 68 Kg,,,maggi-2-minute-noodles-24-pack-1-68-kg,,
maggi-8-pack,Maggi 8 Pack,,,maggi-8-pack,,
maggi-hot-and-sweet,Maggi Hot And Sweet,,,maggi-hot-and-sweet,,
maggi-hot-sweet-1,Maggi Hot Sweet 1,,,maggi-hot-sweet-1,,
maggi-tomato,Maggi Tomato,,,maggi-tomato,,
maggi-tomato-ketchup-2-2-lb,Maggi Tomato Ketchup 2 2 Lb,,,maggi-tomato-ketchup-2-2-lb,,
mah-idiyappam,Mah Idiyappam,,,mah-idiyappam,,
maharani-palappam,Maharani Palappam,,,maharani-palappam,,
maharanis-malabar-porotta,Maharanis Malabar Porotta,,,maharanis-malabar-porotta,,
makhana-1,Makhana 1,,,makhana-1,,
malabar-paratha,Malabar Paratha,,,malabar-paratha,,
malia-tikka,Malia Tikka,,,malia-tikka,,
mango-2,Mango 2,,,mango-2,,
mango-kulfi,Mango Kulfi,,,mango-kulfi,,
mango-lassi-1ltr,Mango Lassi 1ltr,,,mango-lassi-1ltr,,
mango-malai-vadilal,Mango Malai Vadilal,,,mango-malai-vadilal,,
mango-rasmali,Mango Rasmali,,,mango-rasmali,,
mani-dates,Mani Dates,,,mani-dates,,
mani-s-basmati-rice-10-lb,Mani S Basmati Rice 10 Lb,,,mani-s-basmati-rice-10-lb,,
manna-kodo-millet,Manna Kodo Millet,,,manna-kodo-millet,,
manna-millets,Manna Millets,,,manna-millets,,
manna-proso-millet,Manna Proso Millet,,,manna-proso-millet,,
mantra-bajra-flour,Mantra Bajra Flour,,,mantra-bajra-flour,,
marie-gold,Marie Gold,,,marie-gold,,
marinade-mix,Marinade Mix,,,marinade-mix,,
marsh-malo,Marsh Malo,,,marsh-malo,,
masala,Masala,,,masala,,
masala-banana-chips,Masala Banana Chips,,,masala-banana-chips,,
masala-chai,Masala Chai,,,masala-chai,,
masala-chai-quick-tea,Masala Chai Quick Tea,,,masala-chai-quick-tea,,
masala-dabba,Masala Dabba,,,masala-dabba,,
masala-idli,Masala Idli,,,masala-idli,,
masala-jeera,Masala Jeera,,,masala-jeera,,
masala-oats-saffola,Masala Oats Saffola,,,masala-oats-saffola,,
masala-paneer-nuggets,Masala Paneer Nuggets,,,masala-paneer-nuggets,,
masala-para-deep,Masala Para Deep,,,masala-para-deep,,
masala-peanut,Masala Peanut,,,masala-peanut,,
masala-puri,Masala Puri,,,masala-puri,,
masala-rice,Masala Rice,,,masala-rice,,
masala-spiccy-chilly,Masala Spiccy Chilly,,,masala-spiccy-chilly,,
masala-tea-1,Masala Tea 1,,,masala-tea-1,,
masala-upma,Masala Upma,,,masala-upma,,
maska-chaska,Maska Chaska,,,maska-chaska,,
masoor-dal,Masoor Dal,,,masoor-dal,,
masoor-dal-lakshmi,Masoor Dal Lakshmi,,,masoor-dal-lakshmi,,
masoor-dasl,Masoor Dasl,,,masoor-dasl,,
masoor-whole,Masoor Whole,,,masoor-whole,,
match-box,Match Box,,,match-box,,
matches,Matches,,,matches,,
mathis,Mathis,,,mathis,,
mathura-peda,Mathura Peda,,,mathura-peda,,
matri,Matri,,,matri,,
mauli,Mauli,,,mauli,,
maza-lychee,Maza Lychee,,,maza-lychee,,
mazza-lychee-juice,Mazza Lychee Juice,,,mazza-lychee-juice,,
md-h-karahi-panner,Md H Karahi Panner,,,md-h-karahi-panner,,
mdh-arhar-dal-masala,Mdh Arhar Dal Masala,,,mdh-arhar-dal-masala,,
mdh-baibgan-bhartaa-masala,Mdh Baibgan Bhartaa Masala,,,mdh-baibgan-bhartaa-masala,,
mdh-bombay-biryani-masala,Mdh Bombay Biryani Masala,,,mdh-bombay-biryani-masala,,
mdh-butter-chicken-masala,Mdh Butter Chicken Masala,,,mdh-butter-chicken-masala,,
mdh-chana-dal-masala,Mdh Chana Dal Masala,,,mdh-chana-dal-masala,,
mdh-dal-makhani-masala,Mdh Dal Makhani Masala,,,mdh-dal-makhani-masala,,
mdh-garam-masala,MDH Garam Masala,ఎండీహెచ్ గరమ్ మసాలా,एमडीएच गरम मसाला,"['garam masala', 'mdh']",,
mdh-hyderabadi-biryani,Mdh Hyderabadi Biryani,,,mdh-hyderabadi-biryani,,
mdh-jaljira-masala,Mdh Jaljira Masala,,,mdh-jaljira-masala,,
mdh-karahi-chicken,Mdh Karahi Chicken,,,mdh-karahi-chicken,,
mdh-karahi-ghost,Mdh Karahi Ghost,,,mdh-karahi-ghost,,
mdh-kitchen-king-msl,Mdh Kitchen King Msl,,,mdh-kitchen-king-msl,,
mdh-pakora-masala,Mdh Pakora Masala,,,mdh-pakora-masala,,
mdh-pani-puri-masala,Mdh Pani Puri Masala,,,mdh-pani-puri-masala,,
mdh-pav-bhaji,Mdh Pav Bhaji,,,mdh-pav-bhaji,,
mdh-shahi-paneer-masala,Mdh Shahi Paneer Masala,,,mdh-shahi-paneer-masala,,
mdh-shahi-paneer-msl,Mdh Shahi Paneer Msl,,,mdh-shahi-paneer-msl,,
mdh-stuffed-paratha-masala,Mdh Stuffed Paratha Masala,,,mdh-stuffed-paratha-masala,,
mdh-subji-masala,Mdh Subji Masala,,,mdh-subji-masala,,
mdh-t-plus-masala,Mdh T Plus Masala,,,mdh-t-plus-masala,,
mdh-tava-fry-masala,Mdh Tava Fry Masala,,,mdh-tava-fry-masala,,
meat-mallet,Meat Mallet,,,meat-mallet,,
medu-vada,Medu Vada,,,medu-vada,,
meeta-paan,Meeta Paan,,,meeta-paan,,
meharban-aromatic-kalijeera-rice-10-lb,Meharban Aromatic Kalijeera Rice 10 Lb,,,meharban-aromatic-kalijeera-rice-10-lb,,
mehran-chicken-mutton-masala,Mehran Chicken Mutton Masala,,,mehran-chicken-mutton-masala,,
mehran-masala,Mehran Masala,,,mehran-masala,,
mehran-masala-1,Mehran Masala 1,,,mehran-masala-1,,
mehran-tandoori-masala,Mehran Tandoori Masala,,,mehran-tandoori-masala,,
mesuring-spoon,Mesuring Spoon,,,mesuring-spoon,,
methi,Methi,,,methi,,
methi-khakra,Methi Khakra,,,methi-khakra,,
methi-puri,Methi Puri,,,methi-puri,,
methi-seeds,Methi Seeds,,,methi-seeds,,
methi-sev,Methi Sev,,,methi-sev,,
metkut,Metkut,,,metkut,,
micriwave-egg-boiler,Micriwave Egg Boiler,,,micriwave-egg-boiler,,
mighty-sealer-15-oz,Mighty Sealer 15 Oz,,,mighty-sealer-15-oz,,
milk,Milk & Dairy,Palu / Perugu,Doodh / Dahi,milk|dahi|perugu|doodh|dairy|paneer,,
milk-bikis,Milk Bikis,,,milk-bikis,,
milk-cake,Milk Cake,,,milk-cake,,
milk-cake-vadilal,Milk Cake Vadilal,,,milk-cake-vadilal,,
milk-caramel-flavoured,Milk Caramel Flavoured,,,milk-caramel-flavoured,,
milton-full-meal-combo-4,Milton Full Meal Combo 4,,,milton-full-meal-combo-4,,
mint,Mint,,,mint,,
mirch-masala-aloo-bhujia,Mirch Masala Aloo Bhujia,,,mirch-masala-aloo-bhujia,,
mirch-masala-aloo-paratha,Mirch Masala Aloo Paratha,,,mirch-masala-aloo-paratha,,
mirch-masala-aloo-puri,Mirch Masala Aloo Puri,,,mirch-masala-aloo-puri,,
mirch-masala-bom-bhel-puri,Mirch Masala Bom Bhel Puri,,,mirch-masala-bom-bhel-puri,,
mirch-masala-boondi,Mirch Masala Boondi,,,mirch-masala-boondi,,
mirch-masala-channa,Mirch Masala Channa,,,mirch-masala-channa,,
mirch-masala-channa-dal,Mirch Masala Channa Dal,,,mirch-masala-channa-dal,,
mirch-masala-chevda-mix,Mirch Masala Chevda Mix,,,mirch-masala-chevda-mix,,
mirch-masala-chukry-sticks,Mirch Masala Chukry Sticks,,,mirch-masala-chukry-sticks,,
mirch-masala-corn-chevda,Mirch Masala Corn Chevda,,,mirch-masala-corn-chevda,,
mirch-masala-dal-muth,Mirch Masala Dal Muth,,,mirch-masala-dal-muth,,
mirch-masala-dal-puri,Mirch Masala Dal Puri,,,mirch-masala-dal-puri,,
mirch-masala-dal-rajastani,Mirch Masala Dal Rajastani,,,mirch-masala-dal-rajastani,,
mirch-masala-dum-aloo,Mirch Masala Dum Aloo,,,mirch-masala-dum-aloo,,
mirch-masala-ganthia,Mirch Masala Ganthia,,,mirch-masala-ganthia,,
mirch-masala-gobi-paratha,Mirch Masala Gobi Paratha,,,mirch-masala-gobi-paratha,,
mirch-masala-green-vatana,Mirch Masala Green Vatana,,,mirch-masala-green-vatana,,
mirch-masala-indori-bhujia,Mirch Masala Indori Bhujia,,,mirch-masala-indori-bhujia,,
mirch-masala-madras-mix,Mirch Masala Madras Mix,,,mirch-masala-madras-mix,,
mirch-masala-mooli-paratha,Mirch Masala Mooli Paratha,,,mirch-masala-mooli-paratha,,
mirch-masala-moong-dal,Mirch Masala Moong Dal,,,mirch-masala-moong-dal,,
mirch-masala-mumbai-mix,Mirch Masala Mumbai Mix,,,mirch-masala-mumbai-mix,,
mirch-masala-paneer-hariali,Mirch Masala Paneer Hariali,,,mirch-masala-paneer-hariali,,
mirch-masala-peanut-bhujia,Mirch Masala Peanut Bhujia,,,mirch-masala-peanut-bhujia,,
mirch-masala-plain-paratha,Mirch Masala Plain Paratha,,,mirch-masala-plain-paratha,,
mirch-masala-puff-onion-paratha,Mirch Masala Puff Onion Paratha,,,mirch-masala-puff-onion-paratha,,
mirch-masala-thick-sev-ht,Mirch Masala Thick Sev Ht,,,mirch-masala-thick-sev-ht,,
mirch-masala-tikha-ganthia-hot,Mirch Masala Tikha Ganthia Hot,,,mirch-masala-tikha-ganthia-hot,,
mirch-masala-tum-tum,Mirch Masala Tum Tum,,,mirch-masala-tum-tum,,
mirchi-ka-salan,Mirchi Ka Salan,,,mirchi-ka-salan,,
mitha-mix,Mitha Mix,,,mitha-mix,,
mix-veg,Mix Veg,,,mix-veg,,
mix-veg-1,Mix Veg 1,,,mix-veg-1,,
mix-veg-deep,Mix Veg Deep,,,mix-veg-deep,,
mixed-pickle,Mixed Pickle,,,mixed-pickle,,
mogra-1,Mogra 1,,,mogra-1,,
moli-colour,Moli Colour,,,moli-colour,,
momo-masala,Momo Masala,,,momo-masala,,
monaco,Monaco,,,monaco,,
monster,Monster,,,monster,,
moong-dal,Moong Dal,,,moong-dal,,
moong-dal-2,Moong Dal 2,,,moong-dal-2,,
moong-dal-kachori,Moong Dal Kachori,,,moong-dal-kachori,,
moong-dal-organic,Moong Dal Organic,,,moong-dal-organic,,
moong-sproids,Moong Sproids,,,moong-sproids,,
moov-spray,Moov Spray,,,moov-spray,,
moringa-powder-org,Moringa Powder Org,,,moringa-powder-org,,
morning-glory-14-72-pcs,Morning Glory 14 72 Pcs,,,morning-glory-14-72-pcs,,
mother-paneer-butter-masala,Mother Paneer Butter Masala,,,mother-paneer-butter-masala,,
mother-vegitable-biryani,Mother Vegitable Biryani,,,mother-vegitable-biryani,,
mothers-tangy-date,Mothers Tangy Date,,,mothers-tangy-date,,
motichoor-laddu,Motichoor Laddu,,,motichoor-laddu,,
mr-garlic-paste,Mr Garlic Paste,,,mr-garlic-paste,,
mrthi-paratha,Mrthi Paratha,,,mrthi-paratha,,
mtr-alu-mutter,Mtr Alu Mutter,,,mtr-alu-mutter,,
mtr-badam-drink-turmeric-6-cans-180-ml,Mtr Badam Drink Turmeric 6 Cans 180 Ml,,,mtr-badam-drink-turmeric-6-cans-180-ml,,
mtr-bisibele-bhath-paste,Mtr Bisibele Bhath Paste,,,mtr-bisibele-bhath-paste,,
mtr-chana-masala-powder,Mtr Chana Masala Powder,,,mtr-chana-masala-powder,,
mtr-chutney-powder,Mtr Chutney Powder,,,mtr-chutney-powder,,
mtr-dal-fry,Mtr Dal Fry,,,mtr-dal-fry,,
mtr-dosa-mix,Mtr Dosa Mix,,,mtr-dosa-mix,,
mtr-garlic,Mtr Garlic,,,mtr-garlic,,
mtr-gulab-jamun,Mtr Gulab Jamun,,,mtr-gulab-jamun,,
mtr-gulab-jamun-mix,Gulab Jamun Mix,గులాబ్ జామున్ మిక్స్,गुलाब जामुन मिक्स,"['gulab jamun mix', 'గులాబ్ జామున్ మిక్స్', 'गुलाब जामुन मिक्स']",,
mtr-hing,Mtr Hing,,,mtr-hing,,
mtr-jeera-rice,Mtr Jeera Rice,,,mtr-jeera-rice,,
mtr-mixed-veg-curry,Mtr Mixed Veg Curry,,,mtr-mixed-veg-curry,,
mtr-muttar-paneer,Mtr Muttar Paneer,,,mtr-muttar-paneer,,
mtr-palak-paneer,Mtr Palak Paneer,,,mtr-palak-paneer,,
mtr-paneer-butter-masala,Mtr Paneer Butter Masala,,,mtr-paneer-butter-masala,,
mtr-paneer-makhani,Mtr Paneer Makhani,,,mtr-paneer-makhani,,
mtr-paneer-tikka-masala,Mtr Paneer Tikka Masala,,,mtr-paneer-tikka-masala,,
mtr-peas-and-mushroom-curry,Mtr Peas And Mushroom Curry,,,mtr-peas-and-mushroom-curry,,
mtr-pongal,Mtr Pongal,,,mtr-pongal,,
mtr-puliogare-paste,Mtr Puliogare Paste,,,mtr-puliogare-paste,,
mtr-puliogare-powder,Mtr Puliogare Powder,,,mtr-puliogare-powder,,
mtr-rava-idli-mix,Mtr Rava Idli Mix,,,mtr-rava-idli-mix,,
mtr-rice-idli,Mtr Rice Idli,,,mtr-rice-idli,,
mtr-roasted-vermicelli,Mtr Roasted Vermicelli,,,mtr-roasted-vermicelli,,
mtr-rte-rasam-rice,Mtr Rte Rasam Rice,,,mtr-rte-rasam-rice,,
mtr-sambar-mix,Mtr Sambar Mix,,,mtr-sambar-mix,,
mtr-sambar-paste,Mtr Sambar Paste,,,mtr-sambar-paste,,
mtr-shahi-paneer,Mtr Shahi Paneer,,,mtr-shahi-paneer,,
mtr-tomato-rice,Mtr Tomato Rice,,,mtr-tomato-rice,,
mtr-uttappam-mix,Mtr Uttappam Mix,,,mtr-uttappam-mix,,
mtr-vangi-bhath,Mtr Vangi Bhath,,,mtr-vangi-bhath,,
mtr-veg-pulao,Mtr Veg Pulao,,,mtr-veg-pulao,,
mukharochak-masala-muri-200g,Mukharochak Masala Muri 200g,,,mukharochak-masala-muri-200g,,
muli-paratha,Muli Paratha,,,muli-paratha,,
muli-paratha-1,Muli Paratha 1,,,muli-paratha-1,,
multigrain-chapathi,Multigrain Chapathi,,,multigrain-chapathi,,
mumbai-mix,Mumbai Mix,,,mumbai-mix,,
mumbai-mix-1,Mumbai Mix 1,,,mumbai-mix-1,,
muri,Muri,,,muri,,
musk-incense-stick-1,Musk Incense Stick 1,,,musk-incense-stick-1,,
mustard,Mustard Seeds,Aavalu (ఆవాలు),Rai (राई),mustard|rai|aavalu,,
mustard-oil,Mustard Oil,,,mustard-oil,,
mustard-seeds,Mustard Seeds,,,mustard-seeds,,
mustard-seeds-swad,Mustard Seeds Swad,,,mustard-seeds-swad,,
musted-oil,Musted Oil,,,musted-oil,,
musted-oil-1,Musted Oil 1,,,musted-oil-1,,
musterd-powder,Musterd Powder,,,musterd-powder,,
mutter-paneer,Mutter Paneer,,,mutter-paneer,,
mutter-paneer-pulao,Mutter Paneer Pulao,,,mutter-paneer-pulao,,
mutton-korma,Mutton Korma,,,mutton-korma,,
naattu-mara-chekku-oil,Naattu Mara Chekku Oil,,,naattu-mara-chekku-oil,,
nanak-aloo-tikki,Nanak Aloo Tikki,నానక్ ఆలూ టిక్కీ,नानक आलू टिक्की,"['nanak aloo tikki', 'potato tikki', 'aloo tikki']",,
nanak-gajar-halwa,Nanak Gajar Halwa,,,nanak-gajar-halwa,,
nanak-kesar-rasmalai,Nanak Kesar Rasmalai,,,nanak-kesar-rasmalai,,
nanak-malai-paneer-1,Nanak Malai Paneer 1,,,nanak-malai-paneer-1,,
nanak-moong-dal-halwa,Nanak Moong Dal Halwa,,,nanak-moong-dal-halwa,,
nanak-pan-flav-rasmalai,Nanak Pan Flav Rasmalai,,,nanak-pan-flav-rasmalai,,
nanak-paneer-2,Nanak Paneer 2,,,nanak-paneer-2,,
nanak-rasmalai-1,Nanak Rasmalai 1,,,nanak-rasmalai-1,,
nanak-rasmalai-20-pcs,Nanak Rasmalai 20 Pcs,,,nanak-rasmalai-20-pcs,,
nanak-veggie-cutlets,Nanak Veggie Cutlets,,,nanak-veggie-cutlets,,
national-biryani-mix,National Biryani Mix,,,national-biryani-mix,,
national-broast-mix,National Broast Mix,,,national-broast-mix,,
national-butter-chicken-mix,National Butter Chicken Mix,,,national-butter-chicken-mix,,
national-chicken-ginger-mix,National Chicken Ginger Mix,,,national-chicken-ginger-mix,,
national-chicken-jalfrezi-mix,National Chicken Jalfrezi Mix,,,national-chicken-jalfrezi-mix,,
national-crustal-jelly,National Crustal Jelly,,,national-crustal-jelly,,
national-custard-mango,National Custard Mango,,,national-custard-mango,,
national-dahi-bara-powder,National Dahi Bara Powder,,,national-dahi-bara-powder,,
national-firni-mix,National Firni Mix,,,national-firni-mix,,
national-fish-mix,National Fish Mix,,,national-fish-mix,,
national-fried-fish-mix,National Fried Fish Mix,,,national-fried-fish-mix,,
national-gajar-kheer-mix,National Gajar Kheer Mix,,,national-gajar-kheer-mix,,
national-haleem-danedar-mix,National Haleem Danedar Mix,,,national-haleem-danedar-mix,,
national-jelly-banana,National Jelly Banana,,,national-jelly-banana,,
national-jelly-mango,National Jelly Mango,,,national-jelly-mango,,
national-kheer-mix,National Kheer Mix,,,national-kheer-mix,,
national-kheer-mix-pistachio,National Kheer Mix Pistachio,,,national-kheer-mix-pistachio,,
national-malai-tikka-mix,National Malai Tikka Mix,,,national-malai-tikka-mix,,
national-mixed-fruit-jam,National Mixed Fruit Jam,,,national-mixed-fruit-jam,,
national-murghi-mix,National Murghi Mix,,,national-murghi-mix,,
national-nihari-mix,National Nihari Mix,,,national-nihari-mix,,
national-paneer-tikka-mix,National Paneer Tikka Mix,,,national-paneer-tikka-mix,,
national-pasanda-mix,National Pasanda Mix,,,national-pasanda-mix,,
national-peeled-mango-pickle,National Peeled Mango Pickle,,,national-peeled-mango-pickle,,
national-pulao-spice-mix,National Pulao Spice Mix,,,national-pulao-spice-mix,,
national-punjabi-chana-mix,National Punjabi Chana Mix,,,national-punjabi-chana-mix,,
national-qeema-mix,National Qeema Mix,,,national-qeema-mix,,
national-quorma-mix,National Quorma Mix,,,national-quorma-mix,,
national-reshmi-kabab-mix,National Reshmi Kabab Mix,,,national-reshmi-kabab-mix,,
national-seekh-kabab-big,National Seekh Kabab Big,,,national-seekh-kabab-big,,
national-shami-kabab-mix,National Shami Kabab Mix,,,national-shami-kabab-mix,,
national-sheer-khurma-mix,National Sheer Khurma Mix,,,national-sheer-khurma-mix,,
national-tandoori-mix,National Tandoori Mix,,,national-tandoori-mix,,
national-veg-jalfrezi-mix,National Veg Jalfrezi Mix,,,national-veg-jalfrezi-mix,,
national-white-querma-mix,National White Querma Mix,,,national-white-querma-mix,,
national-white-roast-mix,National White Roast Mix,,,national-white-roast-mix,,
navratan-mix,Navratan Mix,,,navratan-mix,,
navrattan,Navrattan,,,navrattan,,
nawabi-mutton-biryani,Nawabi Mutton Biryani,,,nawabi-mutton-biryani,,
neem-oil-1,Neem Oil 1,,,neem-oil-1,,
nestle-cerelac-rice-with-milk,Nestle Cerelac Rice With Milk,,,nestle-cerelac-rice-with-milk,,
nestle-milo-1,Nestle Milo 1,,,nestle-milo-1,,
nestle-mixed-fruits-cerelac,Nestle Mixed Fruits Cerelac,,,nestle-mixed-fruits-cerelac,,
